what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360759284233
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1360759284347
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360759288165
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360759290079
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360759290102
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360759291541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759307418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759310804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759313769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759316996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759319664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759321720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759322793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759328783
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360759331643
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360759331669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360759338210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759339879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1360759339911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759340903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759341897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1360759341933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759342265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360759342848
