what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839700869
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360839711313
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839711313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1360839711321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839712711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839715876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839716587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839726916
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839731272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839731283
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360839733126
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839733126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1360839733134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839735224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839742750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839745382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839776383
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839779410
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839779423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360839794396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839794769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839797567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360839801688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839802098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839879340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360839885817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839908044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839908364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360839910172
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360839914238
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839914547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839914567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360839921303
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839922849
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839922849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1360839922871
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360839923728
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360839923728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1360839923738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360839927163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.cocoa.minimizeWindow",1360839927166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854473499
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1360854481781
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1360854481782
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1360854481857
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1360854481858
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360854481868
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360854481871
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360854481873
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1360854481897
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1360854481899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854485440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854491805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854494399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854504637
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360854505816
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360854505819
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360854505871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854510480
started,bundle,org.eclipse.jsch.ui,1.1.300.R37x_v20111201-1600,"org.eclipse.jsch.ui",1360854514969
error,log,,,"Unhandled event loop exception",1360854523808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854530038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854530412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854575366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360854576560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.cocoa.minimizeWindow",1360854576563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360924784006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360924787635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360924792779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360924796377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925150386
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360925156900
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360925156911
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360925159180
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360925159570
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360925159594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925180082
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1360925191049
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1360925191074
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1360925191102
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360925193138
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1360925193139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1360925193164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925212713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1360925212746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925214438
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360925233108
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1360925233192
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360925241028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925329906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925331966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925334527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925338660
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925351414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925353962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925354150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925358438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925364831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925365654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925367703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925378284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925379750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925390802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925415854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925416451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925416649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925424115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360925425846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925426403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925426527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925527074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925643784
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360925645027
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360925647455
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360925647479
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1360925686866
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1360925686880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925690060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925691028
started,bundle,com.google.gdt.eclipse.suite,3.1.3.v201212122040-rel-r37,"com.google.gdt.eclipse.suite",1360925696863
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1360925696983
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1360925696998
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1360925697084
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1360925697106
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1360925697148
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1360925697166
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1360925697167
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1360925697262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925698471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925827182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925868187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925900356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925905990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360925909061
