what,kind,bundleId,bundleVersion,description,time
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765624385
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765624387
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765624389
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765624391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765630788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360765631934
error,log,,,"Unhandled event loop exception",1360765645466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765651375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765652725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765741407
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765742396
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765742398
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765742447
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765742450
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765742453
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765742459
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765742461
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765742463
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765742464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765752304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765752680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765756366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765757025
