what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.ui",1360793018026
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.workbench",1360793018040
started,bundle,org.eclipse.mylyn.context.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.core",1360793018057
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.tasks.ui",1360793018067
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.monitor.ui",1360793018075
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui",1360793018093
started,bundle,org.eclipse.egit.core,2.2.0.201212191850-r,"org.eclipse.egit.core",1360793018114
started,bundle,org.eclipse.egit.ui,2.2.0.201212191850-r,"org.eclipse.egit.ui",1360793018128
started,bundle,org.eclipse.jgit,2.2.0.201212191850-r,"org.eclipse.jgit",1360793018128
os,sysinfo,,,"macosx",1360793018131
arch,sysinfo,,,"x86",1360793018131
ws,sysinfo,,,"cocoa",1360793018131
locale,sysinfo,,,"ja_JP",1360793018131
processors,sysinfo,,,"4",1360793018131
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1360793018131
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1360793018131
java.specification.name,sysinfo,,,"Java Platform API Specification",1360793018131
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1360793018131
java.specification.version,sysinfo,,,"1.6",1360793018131
java.vendor,sysinfo,,,"Apple Inc.",1360793018131
java.version,sysinfo,,,"1.6.0_37",1360793018131
java.vm.info,sysinfo,,,"mixed mode",1360793018131
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1360793018131
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1360793018131
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1360793018131
java.vm.specification.version,sysinfo,,,"1.0",1360793018131
java.vm.vendor,sysinfo,,,"Apple Inc.",1360793018131
java.vm.version,sysinfo,,,"20.12-b01-434",1360793018131
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1360793018244
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1360793018450
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1360793018462
started,bundle,org.eclipse.mylyn.team.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.team.ui",1360793018544
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1360793018590
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1360793018780
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360793259672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360793259702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360793261264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360793261703
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360793261912
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1360793262728
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1360793262776
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1360793263426
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1360793263428
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1360794216916
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1360794216917
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1360794216917
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1360794216917
