what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.ui",1360837024860
started,bundle,org.eclipse.mylyn.commons.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.core",1360837024861
started,bundle,org.eclipse.mylyn.commons.net,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.net",1360837024861
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.core",1360837024861
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.feed",1360837024861
started,bundle,org.eclipse.mylyn.commons.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.ui",1360837024862
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.workbench",1360837024862
started,bundle,org.eclipse.mylyn.context.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.core",1360837024863
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.tasks.ui",1360837024863
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.monitor.ui",1360837024863
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui",1360837024864
started,bundle,org.eclipse.mylyn.team.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.team.ui",1360837024865
started,bundle,org.eclipse.egit.core,2.2.0.201212191850-r,"org.eclipse.egit.core",1360837024865
started,bundle,org.eclipse.egit.ui,2.2.0.201212191850-r,"org.eclipse.egit.ui",1360837024866
started,bundle,org.eclipse.jgit,2.2.0.201212191850-r,"org.eclipse.jgit",1360837024866
os,sysinfo,,,"macosx",1360837024869
arch,sysinfo,,,"x86",1360837024869
ws,sysinfo,,,"cocoa",1360837024869
locale,sysinfo,,,"ja_JP",1360837024869
processors,sysinfo,,,"4",1360837024869
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1360837024869
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1360837024869
java.specification.name,sysinfo,,,"Java Platform API Specification",1360837024869
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1360837024869
java.specification.version,sysinfo,,,"1.6",1360837024869
java.vendor,sysinfo,,,"Apple Inc.",1360837024869
java.version,sysinfo,,,"1.6.0_37",1360837024869
java.vm.info,sysinfo,,,"mixed mode",1360837024869
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1360837024869
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1360837024869
