what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problem in finding file status",1360768962362
error,log,,,"Problem in finding file status",1360768962363
error,log,,,"Problem in finding file status",1360768962364
error,log,,,"Problem in finding file status",1360768962364
error,log,,,"Problem in finding file status",1360768962365
error,log,,,"Problem in finding file status",1360768962366
error,log,,,"Problem in finding file status",1360768962366
error,log,,,"Problem in finding file status",1360768962367
error,log,,,"Problem in finding file status",1360768962367
error,log,,,"Problem in finding file status",1360768962368
error,log,,,"Problem in finding file status",1360768962368
error,log,,,"Problem in finding file status",1360768962369
error,log,,,"Problem in finding file status",1360768962370
error,log,,,"Problem in finding file status",1360768962370
error,log,,,"Problem in finding file status",1360768962372
error,log,,,"Problem in finding file status",1360768962373
error,log,,,"Problem in finding file status",1360768962373
error,log,,,"Problem in finding file status",1360768962374
error,log,,,"Problem in finding file status",1360768962374
error,log,,,"Problem in finding file status",1360768962375
error,log,,,"Problem in finding file status",1360768962376
error,log,,,"Problem in finding file status",1360768962377
error,log,,,"Problem in finding file status",1360768962377
error,log,,,"Problem in finding file status",1360768962378
error,log,,,"Problem in finding file status",1360768962378
error,log,,,"Problem in finding file status",1360768962379
error,log,,,"Problem in finding file status",1360768962380
error,log,,,"Problem in finding file status",1360768962380
error,log,,,"Problem in finding file status",1360768962382
error,log,,,"Problem in finding file status",1360768962383
error,log,,,"Problem in finding file status",1360768962383
error,log,,,"Problem in finding file status",1360768962384
error,log,,,"Problem in finding file status",1360768962385
error,log,,,"Problem in finding file status",1360768962385
error,log,,,"Problem in finding file status",1360768962386
error,log,,,"Problem in finding file status",1360768962386
error,log,,,"Problem in finding file status",1360768962387
error,log,,,"Problem in finding file status",1360768962387
error,log,,,"Problem in finding file status",1360768962388
error,log,,,"Problem in finding file status",1360768962389
error,log,,,"Problem in finding file status",1360768962390
error,log,,,"Problem in finding file status",1360768962390
error,log,,,"Problem in finding file status",1360768962391
error,log,,,"Problem in finding file status",1360768962391
error,log,,,"Problem in finding file status",1360768962392
error,log,,,"Problem in finding file status",1360768962393
error,log,,,"Problem in finding file status",1360768962393
error,log,,,"Problem in finding file status",1360768962394
error,log,,,"Problem in finding file status",1360768962394
error,log,,,"Problem in finding file status",1360768962396
error,log,,,"Problem in finding file status",1360768962397
error,log,,,"Problem in finding file status",1360768962398
error,log,,,"Problem in finding file status",1360768962399
error,log,,,"Problem in finding file status",1360768962399
error,log,,,"Problem in finding file status",1360768962400
error,log,,,"Problem in finding file status",1360768962400
error,log,,,"Problem in finding file status",1360768962401
error,log,,,"Problem in finding file status",1360768962401
error,log,,,"Problem in finding file status",1360768962402
error,log,,,"Problem in finding file status",1360768962404
error,log,,,"Problem in finding file status",1360768962405
error,log,,,"Problem in finding file status",1360768962406
error,log,,,"Problem in finding file status",1360768962407
error,log,,,"Problem in finding file status",1360768962407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360768962448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360768968605
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360768971367
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360768971369
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360768971418
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360768971422
