what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360765008547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1360765008557
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360765009483
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360765009497
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1360765011867
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360765011867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1360765011878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765019997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765026566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765046206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765056533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765058828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1360765063147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765063525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1360765063564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765063880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360765131013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.collapseAll",1360765133380
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765136622
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765136625
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765136675
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765136681
error,log,,,"No property tester contributes a property projectPersistentProperty org.eclipse.team.core.repository to type class org.eclipse.core.internal.resources.Project",1360765136684
